Date,Dividends,Stock Splits
2022-02-04 00:00:00-05:00,0.22,0.0
2022-05-06 00:00:00-04:00,0.23,0.0
2022-08-05 00:00:00-04:00,0.23,0.0
2022-11-04 00:00:00-04:00,0.23,0.0
